Id,Name,Price,Color,Drive,Engine,Mileage,AccTime
421020, Volvo XC60 II ,5369000,Серый,Полный,2.0,21500,6.8
421160, Skoda Rapid I ,1070000,Зеленый,Передний,1.6,192000,11.4
429544, Haval F7 i ,2149000,Черный,Передний,2.0,45000,9.0
430479, Citroen C4 II Рестайлинг ,1239000,Коричневый,Передний,1.6,125911,8.1
434896, Hyundai Tucson III ,2648000,Синий,Полный,2.0,27694,11.8
436894, Mitsubishi Pajero Sport III ,2599000,Серый,Полный,2.4,72850,11.4
440864, KIA Sportage IV ,1930000,Серый,Полный,2.0,61000,11.1
457903, Skoda Kodiaq I ,2371110,Серый,Передний,1.4,150463,9.4
418604, KIA Stinger I ,3700000,Черный,Задний,2.0,37377,8.9
418831," Mercedes-Benz E-Класс 2016 – н.в., V (W213, S213, C238) ",3850000,Черный,Полный,2.0,105000,7.9
420530, KIA Rio IV ,1439000,Красный,Передний,1.6,23000,11.2
423755, Porsche Cayenne III ,6999000,Черный,Полный,3.0,87100,6.0
425355, Hyundai Sonata VIII (DN8) ,2250000,Серый,Передний,2.0,176584,11.1
431023, Skoda Octavia II Рестайлинг ,969789,Серый,Передний,1.8,184765,8.1
434422, Ford Kuga II ,1872000,Черный,Полный,1.6,31808,10.7
435361, MINI Countryman I ,1199000,Синий,Полный,1.6,105861,8.3
456712, LADA (ВАЗ) Vesta I ,1377000,Серый,Передний,1.6,44445,12.4
457282, Nissan Qashqai I Рестайлинг ,998000,Белый,Передний,2.0,200000,10.7
457346, Renault Logan II ,975000,Черный,Передний,1.6,110402,11.7
457423, Nissan Qashqai II ,1410000,Синий,Передний,2.0,199742,10.1
457475, Mazda CX-5 I ,1679000,Черный,Передний,2.0,164369,8.9
457509, Renault Sandero II ,1022000,Белый,Передний,1.6,123910,12.0
457517, KIA K5 I ,3035000,Белый,Передний,2.0,11701,9.8
457534, Audi A3 III (8V) ,1315000,Красный,Передний,1.4,197492,9.3
457540, Honda Civic IX ,1315000,Серый,Передний,1.8,112300,10.7
457565, LADA (ВАЗ) Vesta I ,1410000,Красный,Передний,1.8,80968,10.9
457599, Citroen C4 II Рестайлинг ,1059000,Коричневый,Передний,1.6,232786,11.4
457607, BMW X1 II (F48) ,2860000,Синий,Передний,2.0,123036,9.2
457615, Renault Koleos II ,2299000,Синий,Передний,2.0,134788,9.3
457623, KIA Carnival III ,2910000,Черный,Передний,2.2,103206,13.6
457629," Mercedes-Benz GLC 2015 – 2019, I (X253) ",2895000,Белый,Полный,2.0,124236,6.5
457641, Chevrolet Cruze I Рестайлинг ,910000,Белый,Передний,1.8,97378,11.3
413849, Chevrolet Captiva I Рестайлинг ,1365000,Бежевый,Полный,2.2,137922,11.0
418516, Audi A6 V (C8) ,4250000,Серый,Полный,2.0,100000,6.0
422127, Renault Duster  I Рестайлинг ,1652400,Зеленый,Полный,2.0,41138,10.3
426766, Volkswagen Polo V Рестайлинг ,1385800,Коричневый,Передний,1.6,62630,11.7
427022, Land Rover Range Rover Evoque I Рестайлинг ,2629000,Красный,Полный,2.0,124917,10.0
427921, KIA Soul II Рестайлинг ,1997000,Белый,Передний,2.0,99492,10.2
429655," Mercedes-Benz GLC 2015 – 2019, I (X253) ",3450000,Синий,Полный,2.1,107694,7.6
435587, MINI Countryman II ,2350000,Белый,Передний,1.5,98589,11.2
437062, Toyota RAV4 IV (CA40) Рестайлинг ,2249000,Серый,Полный,2.5,229985,9.4
439447, Ford Kuga II Рестайлинг ,1976400,Белый,Передний,2.5,56126,10.7
439927, LADA (ВАЗ) Granta I ,849000,Серый,Передний,1.6,99999,13.7
457429, Skoda Octavia II Рестайлинг ,735000,Серебряный,Передний,1.6,269942,12.3
457458, Renault Arkana I ,1629000,Серый,Передний,1.6,69939,12.4
457520, Nissan X-Trail III Рестайлинг ,3080000,Зеленый,Передний,2.0,35936,11.7
457525, Mercedes-Benz S-Класс V (W221) Рестайлинг ,1539000,Черный,Задний,3.5,274801,7.1
457586, Nissan Qashqai II ,1484000,Синий,Передний,2.0,174671,10.1
457593, Renault Logan II Рестайлинг ,1370000,Черный,Передний,1.6,38803,11.0
457651, KIA Sportage IV ,2045000,Белый,Передний,2.0,86945,11.1
457779, Haval H6  ,1585000,Черный,Передний,1.5,174867,11.2
457817, Hyundai Tucson III ,2349000,Коричневый,Передний,2.0,86185,11.1
457845, Hyundai Creta I ,1785000,Серый,Полный,1.6,53934,12.9
459002," Mercedes-Benz GLA 2013 – 2017, I (X156) ",1990000,Серый,Передний,2.0,169000,7.2
461691, Land Rover Range Rover Evoque I Рестайлинг ,2184770,Серый,Полный,2.2,121022,8.5
413819," Mercedes-Benz GLC 2015 – 2019, I (X253) ",4790000,Серый,Полный,2.0,26876,7.3
414406," Mercedes-Benz E-Класс 2016 – н.в., V (W213, S213, C238) ",3349789,Черный,Задний,2.0,142647,8.4
457704, Citroen SpaceTourer I ,2859000,Белый,Передний,2.0,177682,12.3
457705, KIA Cerato IV ,1940000,Серый,Передний,2.0,31632,9.8
457776, Volkswagen Caravelle T5 Рестайлинг ,2199000,Голубой,Передний,2.0,364330,15.3
457823, Hyundai Sonata VII (LF) Рестайлинг ,1950000,Белый,Передний,2.0,104542,11.1
457859, Hyundai Creta I ,1979000,Черный,Передний,2.0,23299,10.7
459067, Infiniti QX70  ,2620000,Черный,Полный,3.7,79518,6.8
464801, KIA Rio IV ,1282110,Серый,Передний,1.6,128460,11.6
415091, Haval F7 i ,1999000,Серый,Передний,2.0,100000,9.0
417230, Audi A5 II (F5) ,3150000,Красный,Полный,2.0,116410,5.8
418515, MINI Hatch III (F55/F56) Рестайлинг ,4240000,Серый,Передний,2.0,25600,6.8
418602, KIA Rio III Рестайлинг ,1340000,Красный,Передний,1.4,66990,13.5
420747, Chevrolet Cruze I Рестайлинг ,1155000,Серый,Передний,1.8,93311,11.3
425188, Land Rover Range Rover Sport I Рестайлинг ,1949000,Коричневый,Полный,3.0,254000,9.3
427318," Mercedes-Benz GLS 2019 – н.в., II (X167) ",9499000,Белый,Полный,2.9,54569,6.3
434571, MINI Hatch III (F55/F56) ,2265000,Желтый,Передний,2.0,106775,6.7
438552, Toyota RAV4 IV (CA40) Рестайлинг ,3150000,Синий,Полный,2.0,75881,
446351, Mitsubishi Pajero Sport III ,3040000,Белый,Полный,2.4,53529,12.3
457373, LADA (ВАЗ) Granta I Рестайлинг ,639000,Белый,Передний,1.6,85292,11.6
457391, Ford EcoSport I ,1180000,Оранжевый,Передний,1.6,172886,12.5
457394, Hyundai i30 II ,1105000,Синий,Передний,1.6,147867,11.8
457445, Mitsubishi ASX I ,915000,Голубой,Передний,1.8,245737,13.1
457581, Renault Sandero II ,1080000,Черный,Передний,1.6,130071,12.0
457624, Dacia Duster II ,1600000,Белый,Передний,1.5,100797,11.8
457653, KIA Soul I Рестайлинг ,1160000,Коричневый,Передний,1.6,58324,10.8
457656, KIA Carnival III ,2939000,Белый,Передний,2.2,134840,13.6
413820, KIA Optima IV ,2240000,Серый,Передний,2.4,92000,9.1
417201, Nissan Qashqai+2 I Рестайлинг ,1099000,Серый,Полный,2.0,208298,11.7
422720, BMW X3 II (F25) Рестайлинг ,2649000,Синий,Полный,2.0,125567,8.1
423879, Ford Fiesta Mk6 Рестайлинг ,969000,Белый,Передний,1.6,76631,11.9
424221, Volkswagen Tiguan II ,2440000,Серебристый,Передний,1.4,111923,9.2
425001, Infiniti QX80 I Рестайлинг ,3549000,Серый,Полный,5.6,101216,6.5
426330, LADA (ВАЗ) Largus I ,1299000,Бежевый,Передний,1.6,75000,13.5
426805, Hyundai Tucson III ,2430777,Черный,Полный,2.0,77526,9.5
426827, Honda Civic IX ,1389789,Черный,Передний,1.8,160849,10.7
427875, Hyundai Creta I ,1765000,Черный,Передний,1.6,53200,12.1
430195, Subaru Forester IV ,1599000,Серебряный,Полный,2.5,147500,9.9
430443, Ford Explorer V ,2019000,Серый,Полный,3.5,176000,8.7
433530, Volkswagen Tiguan II ,3260777,Серый,Полный,2.0,50560,8.2
433904, Land Rover Range Rover IV Рестайлинг ,10000000,Белый,Полный,4.4,60520,7.2
434137, Land Rover Discovery V ,3749000,Белый,Полный,3.0,126740,8.1
436808, Toyota Prius v (+) I Рестайлинг (ZVW40/41) ,1945000,Черный,Передний,1.8,82260,11.3
457229, Nissan Juke I ,1025000,Красный,Передний,1.6,173504,11.5
457301, Citroen C4 II ,795000,Серебряный,Передний,1.6,136912,12.8
457408, Peugeot 208 I ,849000,Синий,Передний,1.6,109811,10.7
457422, Opel Astra J Рестайлинг ,915000,Коричневый,Передний,1.4,152665,10.3
457448, KIA Ceed III ,1690000,Серый,Передний,1.6,88750,10.8
457535, KIA K5 I ,3019000,Синий,Передний,2.0,15948,9.8
457582, Renault Sandero II Рестайлинг ,1469000,Бежевый,Передний,1.6,10266,13.8
457628, KIA Rio IV ,1848000,Черный,Передний,1.6,70390,11.6
457637, Ford Kuga II Рестайлинг ,1770000,Синий,Передний,2.5,104351,10.7
465002, Ford EcoSport I ,1349110,Красный,Передний,1.6,77878,12.5
405291," Mercedes-Benz E-Класс 2016 – н.в., V (W213, S213, C238) ",3290000,Черный,Задний,2.0,91646,7.7
415313, Audi Q7 II (4M) Рестайлинг ,13540000,Красный,Полный,3.0,1228,6.3
416059, Nissan Tiida I Рестайлинг ,805000,Черный,Передний,1.6,122949,12.6
419791, KIA Ceed II Рестайлинг ,1299000,Серебряный,Передний,1.6,75500,10.8
423289, Hyundai Grand Starex I Рестайлинг 2 ,3200000,Серый,Задний,2.5,91361,
424632, Hyundai Creta I ,1569000,Серый,Передний,2.0,88000,10.7
424741, Maserati Levante I ,5300000,Белый,Полный,3.0,102132,6.9
426520, KIA Cerato IV ,1790000,Белый,Передний,1.6,82976,10.6
426704," Mercedes-Benz E-Класс 2016 – н.в., V (W213, S213, C238) ",4420000,Черный,Задний,2.0,113000,7.5
427044, Chevrolet Tahoe IV ,3599000,Черный,Полный,6.2,173500,6.7
427646, KIA Sportage IV Рестайлинг ,2780000,Оранжевый,Передний,2.0,30727,11.1
429313, Volkswagen Golf VII ,1349789,Белый,Передний,1.4,154523,9.3
429547, Skoda Fabia II Рестайлинг ,630000,Синий,Передний,1.2,159000,11.8
433316, KIA Cerato IV ,1750000,Серебристый,Передний,2.0,136505,9.8
433659, Nissan X-Trail III ,2299000,Серебряный,Передний,2.0,40000,11.7
440880, KIA Picanto III ,800000,Белый,Передний,1.0,61000,14.3
456247," Mercedes-Benz CLA 2016 – 2019, I (C117, X117) Рестайлинг ",1777000,Синий,Передний,1.6,121000,7.9
457258, Ford Mondeo IV Рестайлинг ,940000,Черный,Передний,2.3,229192,10.5
457332, Renault Duster  I ,950000,Красный,Передний,2.0,103597,11.2
457547, KIA Cerato III ,985000,Черный,Передний,1.6,191895,10.1
457550, KIA Sportage IV ,1748000,Белый,Передний,2.0,198903,11.1
457553, KIA Rio IV ,1485000,Синий,Передний,1.6,67027,11.2
457564, Ford Kuga II Рестайлинг ,1589000,Серый,Передний,2.5,171643,10.7
457650, Citroen C4 II Рестайлинг ,1240000,Белый,Передний,1.6,145973,10.9
418049, Audi A6 V (C8) ,4290000,Синий,Полный,2.0,82711,6.0
418390, KIA Optima IV Рестайлинг ,2699131,Черный,Передний,2.4,61560,9.1
420273, KIA Rio IV ,1699000,Синий,Передний,1.4,28000,13.4
420599, Toyota Land Cruiser 200 Series Рестайлинг 2 ,7315000,Черный,Полный,4.5,90398,8.8
423270, Volvo XC60 II ,2849000,Черный,Передний,2.0,156000,8.4
424691, KIA Sorento II ,3349000,Синий,Полный,2.2,72623,9.6
426179, Nissan Murano III (Z52) ,4199000,Синий,Передний,3.5,31000,7.9
430104, KIA K5 I ,3599888,Синий,Передний,2.4,33394,9.5
434349, Volkswagen Jetta VI Рестайлинг ,1850777,Белый,Передний,1.6,49428,12.7
434903, Mazda CX-5 I Рестайлинг ,2216600,Серый,Полный,2.0,66926,9.4
446349, Toyota RAV4 V (XA50) ,6980000,Белый,Полный,2.5,200,
457460, Suzuki Swift IV ,948000,Серебряный,Передний,1.2,96041,13.5
457474, LADA (ВАЗ) Largus I ,1475000,Серый,Передний,1.6,110389,13.5
457500, KIA Morning III ,1335000,Белый,Передний,1.0,60703,
457501, KIA Morning III ,1375000,Белый,Передний,1.0,55410,
457694, Opel Combo E ,1895000,Серый,Передний,1.5,106951,12.7
457929, Volkswagen Polo V Рестайлинг ,1525000,Белый,Передний,1.6,15929,11.7
458998, BMW X1 II (F48) ,2799000,Коричневый,Передний,2.0,144987,9.2
459029, Audi Q5 I (8R) Рестайлинг ,2170000,Черный,Полный,2.0,174389,7.1
459071," Mercedes-Benz C-Класс 2014 – 2018, IV (W205) ",2199000,Черный,Задний,1.6,86628,8.5
460834, Toyota Highlander III (U50) ,2743770,Серый,Полный,3.5,252419,8.7
461698, Toyota RAV4 IV (CA40) ,1642880,Белый,Полный,2.2,196000,10.0
464549, KIA Rio IV ,1295110,Серый,Передний,1.6,80447,11.2
419488, Audi Q2 I ,3199000,Белый,Передний,1.4,460,8.5
424404, Peugeot 5008 II ,2219000,Серый,Передний,1.6,107000,9.2
441187, Opel Astra J Рестайлинг ,1079000,Черный,Передний,1.6,85000,9.2
444200, Nissan X-Trail III ,2149000,Синий,Передний,1.6,78000,10.5
451153, Toyota RAV4 V (XA50) ,3799000,Белый,Передний,2.0,35000,11.0
457775, Chery Tiggo 3 I ,1065000,Красный,Передний,1.6,94230,14.0
462605, Cadillac SRX II Рестайлинг ,1599880,Белый,Полный,3.6,158073,8.5
394821, Skoda Kodiaq I ,4900000,Черный,Полный,2.0,12,7.5
417576, KIA Soul III ,2214541,Синий,Передний,1.6,39800,11.2
419263, KIA Cerato IV ,2120000,Серый,Передний,2.0,129404,9.8
424225," Mercedes-Benz CLA 2013 – 2016, I (C117, X117) ",2290000,Черный,Передний,1.6,80259,8.7
425838, Volkswagen Sharan II Рестайлинг ,2270000,Черный,Передний,2.0,103000,10.3
426378, KIA Rio IV ,1750000,Белый,Передний,1.6,100049,11.6
426825, Ford EcoSport I ,1199777,Белый,Передний,1.6,124772,12.5
427937, Renault Koleos I Рестайлинг 2 ,1399000,Серый,Полный,2.0,161390,11.9
428904, BMW X4 I (F26) ,4955000,Серый,Полный,3.0,90000,5.2
430089, KIA Sorento II ,4128000,Серый,Передний,2.3,16973,10.8
430808, BMW X6 II (F16) ,3899000,Белый,Полный,4.4,52500,4.8
431847, KIA Sportage IV ,1949000,Белый,Передний,2.0,149200,11.1
432458, Skoda Fabia II ,699777,Серый,Передний,1.6,131049,11.5
433077, Nissan Terrano III (D10) ,2219789,Серый,Полный,2.0,17336,11.5
434321, Suzuki SX4 II (S-Cross) ,1525000,Серый,Полный,1.6,55900,12.0
434621, Toyota Camry VII (XV50) Рестайлинг 2 ,3149000,Белый,Передний,2.5,55000,9.9
439651, KIA Cerato I Рестайлинг ,519000,Серебряный,Передний,1.6,137000,10.2
440535, Renault Duster  I Рестайлинг ,1549000,Коричневый,Полный,1.5,57001,13.2
442610, Volkswagen Polo V Рестайлинг ,1350000,Белый,Передний,1.4,50500,9.0
444282, Toyota Land Cruiser Prado 150 Series Рестайлинг 2 ,5275000,Белый,Полный,4.0,147372,9.7
415104, Volkswagen Tiguan II ,2683600,Синий,Полный,1.4,77783,9.2
415631, KIA Sorento II ,3050000,Коричневый,Полный,2.0,138201,10.1
421471, Volvo S90 II ,3185000,Черный,Передний,2.0,52780,6.8
423830, KIA Ceed II Рестайлинг ,1489000,Белый,Передний,1.6,104000,11.5
426823, KIA Sportage IV Рестайлинг ,2697000,Белый,Полный,2.0,75650,11.6
427290, Volvo XC60 II ,3999000,Синий,Передний,2.0,55000,6.9
429834," Mercedes-Benz GLE 2018 – н.в., II (V167) ",9239000,Черный,Полный,2.9,10000,5.7
433312," Mercedes-Benz E-Класс 2016 – н.в., V (W213, S213, C238) ",3349789,Серый,Полный,2.0,133980,7.9
433314, Hyundai Creta I ,2370000,Черный,Передний,2.0,24381,10.7
436610, Nissan Teana II ,1089789,Черный,Передний,2.5,134637,9.6
436787, Mitsubishi Outlander I ,689000,Черный,Полный,2.4,367869,11.2
442161, KIA Sportage IV ,3699000,Синий,Передний,2.4,35900,8.8
457270, Nissan Tiida I Рестайлинг ,799000,Красный,Передний,1.6,172987,12.6
457277, LADA (ВАЗ) Largus I ,899000,Серый,Передний,1.6,142611,13.5
457361, Nissan Terrano III (D10) ,1509000,Синий,Полный,1.6,66684,12.5
457443, KIA K5 I ,3115000,Белый,Передний,2.0,8130,9.8
457450, Citroen DS4  ,949000,Коричневый,Передний,1.6,173295,9.0
457455, LADA (ВАЗ) XRAY I ,909000,Красный,Передний,1.8,107512,12.7
462607," Mercedes-Benz CLA 2016 – 2019, I (C117, X117) Рестайлинг ",1679880,Черный,Передний,1.6,110000,7.9
464329, Nissan Qashqai II ,1462880,Черный,Полный,2.0,69509,10.5
465746, Mazda 3 I (BK) Рестайлинг ,539000,Красный,Передний,2.0,287000,9.1
426790, Renault Sandero II ,715000,Белый,Передний,1.6,175211,12.0
428063, Renault Sandero II ,1127000,Серый,Передний,1.6,52637,12.3
443234, KIA Sportage IV Рестайлинг ,2429000,Серебристый,Полный,2.0,30000,11.6
443718, Mitsubishi Outlander III ,1439000,Белый,Полный,2.0,80748,12.0
444636, Geely Atlas I ,1749000,Серый,Полный,2.4,106000,13.1
450598, Volvo XC90 II ,5515000,Белый,Полный,2.0,49829,7.8
454991, KIA Cerato I Рестайлинг ,419000,Бежевый,Передний,1.6,191000,10.2
457272, Ford Focus III ,875000,Черный,Передний,2.0,178102,9.5
457285, KIA Sorento II ,3635000,Коричневый,Передний,2.3,48760,10.8
457400, Renault Duster  I Рестайлинг ,1669000,Оранжевый,Передний,1.6,90000,10.9
457484, Nissan Almera III (G15) ,785000,Серебряный,Передний,1.6,123005,12.7
457560, KIA Soul II Рестайлинг ,1599000,Белый,Передний,1.6,92507,7.8
457681, Renault Sandero II ,810000,Белый,Передний,1.6,145000,11.9
457898, Mitsubishi ASX I Рестайлинг 2 ,1620000,Синий,Передний,1.6,111151,11.4
458029, Geely Atlas I ,1999000,Белый,Полный,2.4,33000,13.1
459030, BMW X1 II (F48) ,2750000,Серый,Передний,2.0,72300,9.2
461126, BMW X6 M I (E71) ,2280000,Синий,Полный,4.4,119354,4.7
422128, Renault Megane III Рестайлинг ,890000,Серый,Передний,1.6,161236,11.9
424729," Mercedes-Benz C-Класс 2014 – 2018, IV (W205) ",2210210,Черный,Задний,1.6,111925,8.3
426230, Nissan Almera III (G15) ,630000,Красный,Передний,1.6,202351,12.7
426828, Nissan Murano II (Z51) Рестайлинг 2 ,1514000,Серый,Полный,3.5,173866,8.0
426900, Opel Zafira C ,1099000,Коричневый,Передний,2.0,188300,9.9
427359, Hyundai Palisade I ,3750777,Белый,Полный,2.2,71568,10.5
428894, KIA Picanto II ,749000,Желтый,Передний,1.2,102000,13.4
429679, KIA Optima IV ,1980000,Серый,Передний,2.0,98881,10.7
431278, Mazda 6 II (GH) Рестайлинг ,1250000,Синий,Передний,2.0,145658,10.9
432021, Volkswagen Tiguan II ,4090000,Белый,Полный,2.0,64088,9.3
457787, BMW X1 I (E84) ,1163330,Черный,Задний,2.0,311535,7.9
457865, Mitsubishi ASX I Рестайлинг ,1343330,Красный,Передний,1.8,99254,12.7
457948, Skoda Rapid I ,891110,Синий,Передний,1.6,109471,11.9
459102, Audi Q3 II (F3) ,3605000,Серый,Передний,2.0,68492,9.2
459361, KIA Rio IV ,1849000,Синий,Передний,1.6,62021,11.6
459924, Renault Logan II Рестайлинг ,1499000,Коричневый,Передний,1.6,14371,13.9
460067, Haval F7x I ,2420000,Белый,Полный,2.0,42542,
460660, Toyota Land Cruiser Prado 150 Series Рестайлинг 1 ,3609550,Белый,Полный,2.8,217612,12.7
461412, Honda Civic VIII Рестайлинг ,949000,Серебряный,Передний,1.8,99477,9.1
461459, Volkswagen Tiguan I ,799000,Серый,Полный,1.4,188181,9.6
461679, KIA Sorento II ,2649000,Белый,Передний,2.3,85091,10.8
462156, KIA Optima IV Рестайлинг ,2429000,Черный,Передний,2.4,49644,9.1
414668, Suzuki Vitara II ,1330000,Белый,Полный,1.6,156758,13.0
415837, Audi A7 I (4G) Рестайлинг ,5410000,Синий,Полный,3.0,102939,5.3
421705, BMW X4 II (G02) ,5099000,Белый,Полный,2.0,32020,8.0
424286, Skoda Fabia I Рестайлинг ,500000,Красный,Передний,1.2,214508,15.9
425006, Mazda 6 III (GJ) Рестайлинг ,1499000,Черный,Передний,2.5,148301,7.8
425043, Lexus RX III Рестайлинг ,2465000,Белый,Передний,2.7,162243,11.0
425819, Land Rover Range Rover Sport I ,1230000,Черный,Полный,3.6,281758,9.2
427910, Hyundai Creta I ,1830777,Серый,Передний,2.0,48375,10.7
429330, Hyundai Solaris II ,1535000,Коричневый,Передний,1.4,29000,12.9
430092, KIA Rio III ,1099777,Белый,Передний,1.6,114228,11.2
432696, Ford Focus II Рестайлинг ,739789,Синий,Передний,2.0,243063,9.3
433081, Land Rover Range Rover IV ,4949789,Голубой,Полный,3.0,84039,7.9
433338, Hyundai Palisade I ,4725000,Синий,Полный,3.8,57775,7.6
451169, Volkswagen Touareg I Рестайлинг ,929000,Серый,Полный,2.5,346534,12.9
453955, Skoda Kodiaq I ,4900000,Черный,Полный,2.0,12,7.5
457476, Nissan Juke I ,954000,Фиолетовый,Передний,1.6,190327,11.0
457573, KIA Sportage II ,824000,Серый,Передний,2.0,284373,
457682, KIA Carnival III ,3950000,Серый,Передний,2.2,65848,13.6
459007, Jaguar E-PACE  ,2830000,Синий,Полный,2.0,107245,10.5
459027, BMW X4 I (F26) ,3100000,Черный,Полный,2.0,77136,8.0
459060, Land Rover Range Rover Velar I ,4999000,Серый,Полный,2.0,53468,7.3
460231, LADA (ВАЗ) 2131 (4x4) I ,630000,Зеленый,Полный,1.7,14118,19.0
460512, Jaguar E-PACE  ,2949000,Красный,Полный,2.0,96584,10.5
460658, Renault Kaptur I ,1519000,Красный,Передний,1.6,42951,12.5
462862, Volvo XC70 II Рестайлинг ,1873770,Коричневый,Передний,2.0,204810,8.8
395821, Audi A6 IV (C7) Рестайлинг ,2549000,Черный,Полный,2.0,139000,6.5
425382, Toyota Camry VII (XV50) Рестайлинг 2 ,2280000,Черный,Передний,2.5,124656,9.0
426627, KIA Ceed III ,1719000,Красный,Передний,1.6,50000,11.5
427004, Ford Focus III Рестайлинг ,1019000,Белый,Передний,1.6,178000,12.5
427623, Lexus RX IV ,3705000,Черный,Полный,2.0,76000,9.5
427924, KIA Cerato IV ,2570000,Красный,Передний,2.0,55436,9.8
428094, Volkswagen Tiguan II ,3399000,Белый,Полный,2.0,21000,8.2
429589, Toyota Camry VII (XV50) Рестайлинг 2 ,3599000,Белый,Передний,3.5,20553,7.1
429787, Infiniti QX50 II ,4499000,Белый,Передний,2.0,14000,6.7
430095, Audi A6 IV (C7) ,2150000,Серый,Полный,3.0,196000,5.6
431906, Nissan X-Trail III ,1699000,Серый,Передний,2.0,127000,11.7
432342, BMW X7 I (G07) ,10998000,Черный,Полный,3.0,29500,5.4
433335, Ford Focus III Рестайлинг ,1289789,Серебристый,Передний,1.6,79873,12.5
442985, Mitsubishi Pajero Sport II ,1549000,Черный,Полный,2.5,255000,12.4
445030, Jeep Grand Cherokee IV (WK2) ,1699000,Белый,Полный,3.0,300000,8.2
445170, Renault Sandero II ,1380000,Белый,Передний,1.6,33231,11.1
454045, Renault Logan II Рестайлинг ,1425000,Черный,Передний,1.6,67499,11.0
457284, LADA (ВАЗ) Largus I ,899000,Синий,Передний,1.6,197323,13.5
457459, Skoda Fabia II Рестайлинг ,690000,Серебряный,Передний,1.2,144999,11.7
457506, Chevrolet Cruze I ,669000,Синий,Передний,1.6,151980,12.5
457554, Skoda Fabia II Рестайлинг ,555000,Красный,Передний,1.2,156974,14.9
457572, LADA (ВАЗ) Granta I ,486000,Белый,Передний,1.6,93841,12.4
457590, Volkswagen Jetta VI Рестайлинг ,1036000,Серебряный,Передний,1.6,145824,13.0
457702, Suzuki SX4 I (Classic) Рестайлинг ,999000,Серебряный,Передний,1.6,138650,12.3
457774, Toyota Prius III (XW30) ,1144330,Серый,Передний,1.8,186230,10.4
457799, Renault Koleos I ,899000,Черный,Полный,2.5,223212,9.9
459405, LADA (ВАЗ) Vesta I ,985000,Черный,Передний,1.8,21310,12.1
460827, Mazda 3 II (BL) Рестайлинг ,996000,Красный,Передний,1.6,187017,13.1
460832, Skoda Fabia II ,649000,Серый,Передний,1.4,141910,12.3
461310, Volvo XC60 I Рестайлинг ,1810000,Черный,Передний,2.0,115700,11.2
461683, Opel Corsa D Рестайлинг II ,719000,Желтый,Передний,1.2,127056,13.6
397741," Mercedes-Benz S-Класс VI (W222, C217) Рестайлинг ",16990000,Серый,Полный,2.9,9950,5.8
420218, Audi RS 7 II (4K) ,13499000,Красный,Полный,4.0,31625,3.6
424235, Skoda Octavia II Рестайлинг ,1047521,Белый,Передний,1.8,116309,7.8
424299, Ford Focus III Рестайлинг ,1550000,Черный,Передний,1.5,128147,9.4
424444, Volkswagen Tiguan II ,2665000,Серый,Полный,2.0,123000,9.9
425836, Mazda CX-5 I Рестайлинг ,2098600,Серый,Передний,2.0,116735,8.9
426126, Volkswagen Touareg III ,5149000,Черный,Полный,3.0,66899,7.5
439329, Hyundai Tucson III Рестайлинг ,3539000,Красный,Полный,2.0,10400,9.5
439907, УАЗ Patriot I Рестайлинг 3 ,1129000,Синий,Полный,2.7,103000,
440962, Toyota Land Cruiser Prado 150 Series Рестайлинг 1 ,3810000,Синий,Полный,4.0,135000,9.2
441540, Renault Duster  I ,1148000,Черный,Передний,2.0,157851,11.2
442490, MINI Countryman I ,1419000,Коричневый,Полный,1.6,97000,8.3
448296, KIA Seltos I ,2399000,Белый,Передний,1.6,41000,12.3
448818, Volkswagen Tiguan I Рестайлинг ,1570000,Серебристый,Полный,2.0,125000,9.9
454495, KIA Soul III ,1999000,Серебристый,Передний,1.6,3120,11.2
454992, LADA (ВАЗ) Largus I ,989000,Серебряный,Передний,1.6,101403,13.5
456710, KIA Sportage III Рестайлинг ,1649000,Синий,Передний,2.0,90000,11.5
457355, Chevrolet Cruze I ,760000,Серый,Передний,1.8,191261,11.5
457368, KIA Carnival III ,2940000,Черный,Передний,2.2,88476,13.6
457390, Chevrolet Lacetti  ,569000,Черный,Передний,1.6,183376,11.5
457499, Toyota Avensis II Рестайлинг ,795000,Черный,Передний,2.0,247780,11.3
457601, Renault Logan II ,1205000,Белый,Передний,1.6,51239,10.7
457611, Audi A3 III (8V) ,1285000,Белый,Передний,1.2,150118,10.5
457640, Ford EcoSport I ,1199000,Серый,Передний,1.6,134385,12.5
457657, Opel Astra J Рестайлинг ,749000,Черный,Передний,1.6,181421,13.3
457770, Hyundai Solaris I ,825000,Серый,Передний,1.6,120000,10.2
457910, Volkswagen Tiguan II ,2949000,Коричневый,Передний,1.4,85544,9.2
459095, Volvo XC60 II ,3110000,Красный,Передний,2.0,158600,8.4
461204, Mitsubishi ASX I ,1308330,Белый,Передний,1.6,57326,11.4
463409, Honda CR-V IV Рестайлинг ,2287770,Серебряный,Полный,2.0,140368,12.8
363050," Mercedes-Benz C-Класс 2014 – 2018, IV (W205) ",2540000,Черный,Задний,1.6,101036,8.3
421528, KIA Ceed II Рестайлинг ,2100000,Серебристый,Передний,1.6,64550,10.8
432174, Audi Q7 I (4L) ,979000,Серебристый,Полный,4.2,261115,7.4
432701, Renault Duster  I Рестайлинг ,1529789,Белый,Полный,2.0,88227,10.3
434884, Volkswagen Tiguan II ,2490000,Серебристый,Передний,1.4,102691,9.2
436271, LADA (ВАЗ) Vesta I ,1190000,Белый,Передний,1.6,19607,11.3
